timestamp,participant_id,medium,input_method,row_role,llm_provider,prompt_text,reply_text,participant_reply_text,llm_reply_text,final_reply_text,transcript,response_time_seconds,words_per_minute,keypress_count,backspace_count,paste_used,correction_applied,manual_edit_count,edit_ratio,keystrokes_per_character,backspaces_per_word,edit_activity_compact,prompt_style,prompt_tone,prompt_seriousness,prompt_formality,prompt_id,prompt_source,reply_style,reply_analysis_status,reply_analysis_basis,transcript_status,transcript_source,formality_label,formality_confidence,formality_match_prompt_reply,bert_label,bert_raw,bert_confidence,audio_filename,log_row_id,edit_trace_available,revision_count,inserted_chars_est,deleted_chars_est,net_char_change,manual_edit_chars_after_transcript_est,voice_transcript_initial_chars,edit_trace_path
2026-05-22T10:52:52,P009,Email,Typing,participant_reply,,"From: friend@example.com
Subject: Popular things

What's something people seem to enjoy that you just don't really get?","I find that most people enjoy meeting new people, but I honestly find it a little stressfull that you have to put up a good first impression. Although i might just be thinking about it too much.","I find that most people enjoy meeting new people, but I honestly find it a little stressfull that you have to put up a good first impression. Although i might just be thinking about it too much.",,,,92.4423,24.01,233,19,no,no,19,0.0979,1.201,0.5135,B19P0A0,,,,formal,prompt_009,url_param,,ok,reply_text,,,,0.0,no,,,,,fccd872f-e16b-43d9-b6c4-334fe5ab2d4e,yes,1,214,20,194,0,0,data/edit_traces/P009/fccd872f-e16b-43d9-b6c4-334fe5ab2d4e.json
2026-05-22T10:53:28,P009,Email,Typing,participant_reply,,"From: friend@example.com
Subject: Popular things

What's something people seem to enjoy that you just don't really get?",I think it's a quite natural response as well 😁,I think it's a quite natural response as well 😁,,I think it's a quite natural response as well 😁,,127.9851,4.69,48,0,no,no,0,0.0,1.0213,0.0,B0P0A0,,,,formal,prompt_009,url_param,,ok,reply_text,,,,0.0,no,,,,,ede41344-e26b-4def-b043-dc3150d6df8e,yes,6,58,204,48,0,0,data/edit_traces/P009/ede41344-e26b-4def-b043-dc3150d6df8e.json
2026-05-22T10:56:00,P009,Messenger,Typing,participant_reply,,What’s something you’ve always wanted to try but never got around to?,I've had diving in my bucket list for as long as I can remember. So definitely that,I've had diving in my bucket list for as long as I can remember. So definitely that,,,,106.832,9.55,44,7,no,no,7,0.0843,0.5301,0.4118,B7P0A0,,,,formal,prompt_010,url_param,,ok,reply_text,,,,0.0,no,,,,,bdbcd38d-605c-43fa-99c6-746b519820dc,yes,31,139,56,83,0,0,data/edit_traces/P009/bdbcd38d-605c-43fa-99c6-746b519820dc.json
2026-05-22T10:56:17,P009,Messenger,Typing,participant_reply,,What’s something you’ve always wanted to try but never got around to?,It sure does!,It sure does!,,It sure does!,,14.628,12.31,6,0,no,no,0,0.0,0.4615,0.0,B0P0A0,,,,formal,prompt_010,url_param,,ok,reply_text,,,,0.0,no,,,,,88652f0b-18a3-407e-b3ea-ae38f6ae59a6,yes,5,16,86,13,0,0,data/edit_traces/P009/88652f0b-18a3-407e-b3ea-ae38f6ae59a6.json
2026-05-22T10:58:09,P009,Email,Typing,participant_reply,,"From: someone@example.com
Subject: Future travel plans

What is a place you would like to visit in the future, and what attracts you to it?","Probably japan, I've seen a lot of Japanese media and such of the place, and it looks beautiful!","Probably japan, I've seen a lot of Japanese media and such of the place, and it looks beautiful!",,,,55.0434,19.62,116,11,no,no,11,0.1146,1.2083,0.6111,B11P0A0,,,,formal,prompt_001,url_param,,ok,reply_text,,,,0.0,no,,,,,313f2d59-960c-4c40-bf84-0d3b2a05d03c,yes,9,132,36,96,0,0,data/edit_traces/P009/313f2d59-960c-4c40-bf84-0d3b2a05d03c.json
2026-05-22T10:58:34,P009,Email,Typing,participant_reply,,"From: someone@example.com
Subject: Future travel plans

What is a place you would like to visit in the future, and what attracts you to it?","It definitely looks like it, hope it is in reality too!","It definitely looks like it, hope it is in reality too!",,"It definitely looks like it, hope it is in reality too!",,79.8237,8.27,48,0,no,no,0,0.0,0.8727,0.0,B0P0A0,,,,formal,prompt_001,url_param,,ok,reply_text,,,,0.0,no,,,,,a0a39c9c-84b1-491d-8708-cc77eaf8def5,yes,2,55,96,55,0,0,data/edit_traces/P009/a0a39c9c-84b1-491d-8708-cc77eaf8def5.json
2026-05-22T11:00:24,P009,Messenger,Typing,participant_reply,,What role do routines play in your daily life?,"They help keep my daily life stable, and let me keep those things in the background, so that I can focus on what I feel is more important.","They help keep my daily life stable, and let me keep those things in the background, so that I can focus on what I feel is more important.",,,,62.8118,26.75,141,0,no,no,0,0.0,1.0217,0.0,B0P0A0,,,,formal,prompt_002,url_param,,ok,reply_text,,,,0.0,no,,,,,254b1ad5-420f-4029-ae50-d64f19f94023,yes,6,149,11,138,0,0,data/edit_traces/P009/254b1ad5-420f-4029-ae50-d64f19f94023.json
2026-05-22T11:00:53,P009,Messenger,Typing,participant_reply,,What role do routines play in your daily life?,They really are great to have,They really are great to have,,They really are great to have,,27.3545,13.16,29,0,no,no,0,0.0,1.0,0.0,B0P0A0,,,,formal,prompt_002,url_param,,ok,reply_text,,,,0.0,no,,,,,181fe061-3b2f-4419-92ac-2b573275d9f1,yes,1,28,137,29,0,0,data/edit_traces/P009/181fe061-3b2f-4419-92ac-2b573275d9f1.json
2026-05-22T11:03:12,P009,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?","That's is a subject that both participants have a fundamental understanding of, as well as an interest in.","That's is a subject that both participants have a fundamental understanding of, as well as an interest in.",,,,47.4411,22.77,102,2,no,no,2,0.0189,0.9623,0.1111,B2P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,f2c2efb2-e588-4dc1-a616-27af0b4e14b7,yes,2,109,3,106,0,0,data/edit_traces/P009/f2c2efb2-e588-4dc1-a616-27af0b4e14b7.json
2026-05-22T11:03:48,P009,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?",You are very welcome,You are very welcome,,You are very welcome,,83.0672,2.89,22,1,no,no,1,0.05,1.1,0.25,B1P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,602a02f0-01cb-4d47-8292-e800be11054a,yes,1,21,107,20,0,0,data/edit_traces/P009/602a02f0-01cb-4d47-8292-e800be11054a.json
