timestamp,participant_id,medium,input_method,row_role,llm_provider,prompt_text,reply_text,participant_reply_text,llm_reply_text,final_reply_text,transcript,response_time_seconds,words_per_minute,keypress_count,backspace_count,paste_used,correction_applied,manual_edit_count,edit_ratio,keystrokes_per_character,backspaces_per_word,edit_activity_compact,prompt_style,prompt_tone,prompt_seriousness,prompt_formality,prompt_id,prompt_source,reply_style,reply_analysis_status,reply_analysis_basis,transcript_status,transcript_source,formality_label,formality_confidence,formality_match_prompt_reply,bert_label,bert_raw,bert_confidence,audio_filename,log_row_id,edit_trace_available,revision_count,inserted_chars_est,deleted_chars_est,net_char_change,manual_edit_chars_after_transcript_est,voice_transcript_initial_chars,edit_trace_path
2026-05-22T11:10:27,P011,Email,Typing,participant_reply,,"From: friend@example.com
Subject: Popular things

What's something people seem to enjoy that you just don't really get?",I dont really get why people enjoy alcohol,I dont really get why people enjoy alcohol,,,,78.8734,6.09,72,8,no,no,8,0.1905,1.7143,1.0,B8P0A0,,,,formal,prompt_009,url_param,,ok,reply_text,,,,0.0,no,,,,,97c6c127-4b38-485b-a818-e87cf33f21df,yes,0,44,2,42,0,0,data/edit_traces/P011/97c6c127-4b38-485b-a818-e87cf33f21df.json
2026-05-22T11:10:58,P011,Email,Typing,participant_reply,,"From: friend@example.com
Subject: Popular things

What's something people seem to enjoy that you just don't really get?","Yes i agree, i often find myself hearing differing opinions on this subject","Yes i agree, i often find myself hearing differing opinions on this subject",,"Yes i agree, i often find myself hearing differing opinions on this subject",,109.8373,7.1,82,3,no,no,3,0.04,1.0933,0.2308,B3P0A0,,,,formal,prompt_009,url_param,,ok,reply_text,,,,0.0,no,,,,,d460512b-5ee2-4f56-bfff-c68648eb5df3,yes,1,78,45,75,0,0,data/edit_traces/P011/d460512b-5ee2-4f56-bfff-c68648eb5df3.json
2026-05-22T11:12:49,P011,Messenger,Typing,participant_reply,,What’s something you’ve always wanted to try but never got around to?,I always wanted to try learning to draw properly and use that for animation however i never got around to it,I always wanted to try learning to draw properly and use that for animation however i never got around to it,,,,77.6626,16.22,129,5,no,no,5,0.0463,1.1944,0.2381,B5P0A0,,,,formal,prompt_010,url_param,,ok,reply_text,,,,0.0,no,,,,,b1dad6e8-3c71-4650-9e5d-03dd3570d409,yes,1,122,14,108,0,0,data/edit_traces/P011/b1dad6e8-3c71-4650-9e5d-03dd3570d409.json
2026-05-22T11:13:04,P011,Messenger,Typing,participant_reply,,What’s something you’ve always wanted to try but never got around to?,thank you very much! :D,thank you very much! :D,,thank you very much! :D,,13.835,21.68,29,2,no,no,2,0.087,1.2609,0.4,B2P0A0,,,,formal,prompt_010,url_param,,ok,reply_text,,,,0.0,no,,,,,0559286b-10c3-4164-b8e7-7754f7743fe1,yes,1,24,109,23,0,0,data/edit_traces/P011/0559286b-10c3-4164-b8e7-7754f7743fe1.json
2026-05-22T11:14:40,P011,Email,Typing,participant_reply,,"From: someone@example.com
Subject: Future travel plans

What is a place you would like to visit in the future, and what attracts you to it?","I would like to visit Japan as the local culture, history and architecture facinates me","I would like to visit Japan as the local culture, history and architecture facinates me",,,,43.7451,20.57,109,14,no,no,14,0.1609,1.2529,0.9333,B14P0A0,,,,formal,prompt_001,url_param,,ok,reply_text,,,,0.0,no,,,,,4ad47890-b8e1-4666-bcde-78935f368f6b,yes,4,106,19,87,0,0,data/edit_traces/P011/4ad47890-b8e1-4666-bcde-78935f368f6b.json
2026-05-22T11:14:55,P011,Email,Typing,participant_reply,,"From: someone@example.com
Subject: Future travel plans

What is a place you would like to visit in the future, and what attracts you to it?",Yes its amazing,Yes its amazing,,Yes its amazing,,58.2351,3.09,12,0,no,no,0,0.0,0.8,0.0,B0P0A0,,,,formal,prompt_001,url_param,,ok,reply_text,,,,0.0,no,,,,,da240978-2ca6-4d24-8c5c-1da12f04126b,yes,2,16,88,15,0,0,data/edit_traces/P011/da240978-2ca6-4d24-8c5c-1da12f04126b.json
2026-05-22T11:16:53,P011,Messenger,Typing,participant_reply,,What role do routines play in your daily life?,I found routines to be helpful when dealing with stress,I found routines to be helpful when dealing with stress,,,,75.8105,7.91,47,16,no,no,16,0.2909,0.8545,1.6,B16P0A0,,,,formal,prompt_002,url_param,,ok,reply_text,,,,0.0,no,,,,,ad5d9e43-a2b3-49f6-a93d-575b0c04ccce,yes,12,77,22,55,0,0,data/edit_traces/P011/ad5d9e43-a2b3-49f6-a93d-575b0c04ccce.json
2026-05-22T11:17:03,P011,Messenger,Typing,participant_reply,,What role do routines play in your daily life?,Agreed,Agreed,,Agreed,,8.9385,6.71,1,0,no,no,0,0.0,0.1667,0.0,B0P0A0,,,,formal,prompt_002,url_param,,ok,reply_text,,,,0.0,no,,,,,3285b5e5-7d0e-4f7e-a726-0ea8fa700e8d,yes,1,6,55,6,0,0,data/edit_traces/P011/3285b5e5-7d0e-4f7e-a726-0ea8fa700e8d.json
2026-05-22T11:18:47,P011,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?",When it doesn't jump to subjects unrelated to what we are supposed to do,When it doesn't jump to subjects unrelated to what we are supposed to do,,,,76.2264,11.02,47,9,no,no,9,0.125,0.6528,0.6429,B9P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,a621b74e-6a75-4788-a3e7-256b5b8c6de1,yes,18,89,17,72,0,0,data/edit_traces/P011/a621b74e-6a75-4788-a3e7-256b5b8c6de1.json
2026-05-22T11:19:19,P011,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?",Definitely,Definitely,,Definitely,,107.1611,0.56,9,1,no,no,1,0.1,0.9,1.0,B1P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,dee1c664-f884-4eb2-8ae5-3abe958410fd,yes,7,40,102,10,0,0,data/edit_traces/P011/dee1c664-f884-4eb2-8ae5-3abe958410fd.json
2026-05-22T11:20:44,P011,Messenger,Typing,participant_reply,,"What is an achievement you are personally satisfied with, and why does it matter to you?",Reaching university as I found studying a rather difficult task back in my youth,Reaching university as I found studying a rather difficult task back in my youth,,,,47.1627,17.81,74,0,no,no,0,0.0,0.925,0.0,B0P0A0,,,,formal,prompt_004,url_param,,ok,reply_text,,,,0.0,no,,,,,0dcf3deb-392d-414b-9f5b-fea26efa7629,yes,8,91,11,80,0,0,data/edit_traces/P011/0dcf3deb-392d-414b-9f5b-fea26efa7629.json
